Strain Name,Virus Type,GenBank Accession,Sequence Length,Pango Genome Lineage,Collection Date,Host,GenBank Host,Country,Mol Type
vbm/153/09,Foot-and-mouth disease virus - type A,AY254433,537,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
SUD/9/74,Foot-and-mouth disease virus - type SAT 1,AY441999,663,-N/A-,-N/A-,Unknown,-N/A-,Sudan,genomic RNA
NAM/5/94,Foot-and-mouth disease virus - type SAT 3,AY168806,417,-N/A-,-N/A-,Cattle,bovine,Namibia,genomic RNA
KNP/14/96,Foot-and-mouth disease virus - type SAT 3,AY168813,417,-N/A-,-N/A-,Bovine,Syncerus caffer,South Africa,genomic RNA
vlv/122/19,Foot-and-mouth disease virus - type A,AY254414,537,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
A/ETH/1/94,Foot-and-mouth disease virus - type A,EF208766,639,-N/A-,02-02-94,Cattle,bovine,Ethiopia,genomic RNA
UGA/17/98,Foot-and-mouth disease virus - type O,AY344624,495,-N/A-,-N/A-,Cattle,cattle,Uganda,genomic RNA
SUD/5/74,Foot-and-mouth disease virus - type O,AY344602,495,-N/A-,-N/A-,Cattle,cattle,Sudan,genomic RNA
ZIM/34/91,Foot-and-mouth disease virus - type SAT 2,AY254723,384,-N/A-,-N/A-,Bovine,Syncerus caffer,Zimbabwe,genomic RNA
BKF/1/92,Foot-and-mouth disease virus - type O,AF300804,495,-N/A-,-N/A-,Unknown,-N/A-,-N/A-,genomic RNA
UGA/5/03/Masaka,Foot-and-mouth disease virus - type O,AY349955,495,-N/A-,-N/A-,Cattle,bovine,Uganda,genomic RNA
ZIM/13/91,Foot-and-mouth disease virus - type SAT 3,AY258047,405,-N/A-,-N/A-,Bovine,Syncerus caffer,Zimbabwe,genomic RNA
KEN/3/95,Foot-and-mouth disease virus - type SAT 2,AY343957,648,-N/A-,-N/A-,Cattle,bovine,Kenya,genomic RNA
ZAM/9/93,Foot-and-mouth disease virus - type SAT 2,AF367116,648,-N/A-,-N/A-,Unknown,-N/A-,Zambia,genomic RNA
SUD/1/80,Foot-and-mouth disease virus - type O,AY344604,495,-N/A-,-N/A-,Cattle,cattle,Sudan,genomic RNA
GAM/9/79,Foot-and-mouth disease virus - type SAT 2,AF479411,651,-N/A-,-N/A-,Unknown,-N/A-,Gambia,genomic RNA
dnl/100/08,Foot-and-mouth disease virus - type A,AY254431,537,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
A/KEN/46/65,Foot-and-mouth disease virus - type A,GQ294628,269,-N/A-,-N/A-,Unknown,-N/A-,Kenya,genomic RNA
SAT1/UGA/47/71,Foot-and-mouth disease virus - type SAT 1,AJ303475,180,-N/A-,-N/A-,Unknown,-N/A-,Uganda,mRNA
KNP/7/88,Foot-and-mouth disease virus - type SAT 2,AF367103,648,-N/A-,-N/A-,Unknown,-N/A-,South Africa,genomic RNA
SAR/5/75,Foot-and-mouth disease virus - type SAT 1,AY274481,417,-N/A-,-N/A-,Cattle,cattle,South Africa,genomic RNA
ETH/46/2006,Foot-and-mouth disease virus - type O,FJ798134,639,-N/A-,12/28/2006,Cattle,cattle,Ethiopia,genomic RNA
ZIM/8/94,Foot-and-mouth disease virus - type SAT 2,GU194492,2220,-N/A-,1994,Buffalo,buffalo,Zimbabwe,genomic RNA
RHO/3/78,Foot-and-mouth disease virus - type SAT 3,AY168790,417,-N/A-,-N/A-,Cattle,bovine,Zimbabwe,genomic RNA
ETH/57/2005,Foot-and-mouth disease virus - type O,FJ798121,639,-N/A-,02/15/2005,Cattle,cattle,Ethiopia,genomic RNA
KNP/36/93,Foot-and-mouth disease virus - type SAT 3,AY258048,405,-N/A-,-N/A-,Bovine,Syncerus caffer,South Africa,genomic RNA
NAM/307/98,Foot-and-mouth disease virus - type SAT 1,AY770519,2232,-N/A-,-N/A-,Buffalo,Buffalo,Namibia,mRNA
A/EGY/2/2006,Foot-and-mouth disease virus - type A,EF208758,639,-N/A-,02-09-06,Cattle,bovine,Egypt,genomic RNA
NGR/1/88,Foot-and-mouth disease virus - type O,AF300801,495,-N/A-,-N/A-,Unknown,-N/A-,-N/A-,genomic RNA
ZIM/HV11/90,Foot-and-mouth disease virus - type SAT 1,AF301424,417,-N/A-,-N/A-,Bovine,African buffalo; Syncerus caffer,Zimbabwe,genomic RNA
KNP/17/96,Foot-and-mouth disease virus - type SAT 1,AY274500,417,-N/A-,-N/A-,Bovine,Syncerus caffer,South Africa,genomic RNA
O/GNA/10/99,Foot-and-mouth disease virus - type O,AJ318835,456,-N/A-,-N/A-,Unknown,-N/A-,Guinea,genomic RNA
vdi/044/10,Foot-and-mouth disease virus - type SAT 2,AY254462,357,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
ETH/48/2005,Foot-and-mouth disease virus - type O,FJ798110,639,-N/A-,01-09-05,Cattle,cattle,Ethiopia,genomic RNA
ETH/54/2005,Foot-and-mouth disease virus - type O,FJ798118,639,-N/A-,02/15/2005,Cattle,cattle,Ethiopia,genomic RNA
vmr/031/09,Foot-and-mouth disease virus - type SAT 2,AY254454,357,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
dma/112/01,Foot-and-mouth disease virus - type A,AY254405,537,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
ZAM/1/93,Foot-and-mouth disease virus - type SAT 3,AY258049,405,-N/A-,-N/A-,Bovine,Syncerus caffer,Zambia,genomic RNA
vmb/151/08,Foot-and-mouth disease virus - type SAT 2,AY254456,357,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
ETH/67/2005,Foot-and-mouth disease virus - type O,FJ798126,639,-N/A-,04/20/2005,Cattle,cattle,Ethiopia,genomic RNA
SEN/5/75,Foot-and-mouth disease virus - type SAT 2,AF367140,648,-N/A-,-N/A-,Unknown,-N/A-,Senegal,genomic RNA
SOM/1/80,Foot-and-mouth disease virus - type O,AY344595,495,-N/A-,-N/A-,Cattle,cattle,Somalia,genomic RNA
SAR/1/01,Foot-and-mouth disease virus - type SAT 2,AY442903,648,-N/A-,-N/A-,Unknown,-N/A-,South Africa,genomic RNA
NIG/2/75,Foot-and-mouth disease virus - type SAT 2,AF367139,648,-N/A-,-N/A-,Unknown,-N/A-,Nigeria,genomic RNA
KNP/174/91/1,Foot-and-mouth disease virus - type SAT 1,DQ780597,380,-N/A-,-N/A-,Buffalo,buffalo,South Africa,genomic RNA
ZAM/7/93,Foot-and-mouth disease virus - type SAT 3,AY168801,417,-N/A-,-N/A-,Bovine,Syncerus caffer,Zambia,genomic RNA
ETH/3/96,Foot-and-mouth disease virus - type O,AY283392,495,-N/A-,-N/A-,Cattle,cattle,Ethiopia,genomic RNA
ZAM/11/96,Foot-and-mouth disease virus - type SAT 3,AY168815,417,-N/A-,-N/A-,Bovine,Syncerus caffer,Zambia,genomic RNA
MOR/2/99,Foot-and-mouth disease virus - type O,AJ303519,336,-N/A-,-N/A-,Unknown,-N/A-,Morocco,mRNA
ZIM/32/90,Foot-and-mouth disease virus - type SAT 3,AY258043,405,-N/A-,-N/A-,Bovine,Syncerus caffer,Zimbabwe,genomic RNA
TAN/51/99,Foot-and-mouth disease virus - type SAT 1,AY442004,663,-N/A-,-N/A-,Unknown,-N/A-,Tanzania,genomic RNA
UGA/28/75,Foot-and-mouth disease virus - type O,AY344625,495,-N/A-,-N/A-,Cattle,cattle,Uganda,genomic RNA
ZIM/Gn3/91,Foot-and-mouth disease virus - type SAT 2,AY254721,384,-N/A-,-N/A-,Bovine,Syncerus caffer,Zimbabwe,genomic RNA
vdi/044/70,Foot-and-mouth disease virus - type O,AY254402,489,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
SAR/4/81,Foot-and-mouth disease virus - type SAT 1,AY396743,417,-N/A-,-N/A-,Antelope,Aepyceros melampus,South Africa,genomic RNA
ETH/1/2007,Foot-and-mouth disease virus - type O,FJ798137,639,-N/A-,02-08-07,Cattle,cattle,Ethiopia,genomic RNA
ETH/19/2006,Foot-and-mouth disease virus - type O,FJ798129,639,-N/A-,05-01-06,Cattle,cattle,Ethiopia,genomic RNA
SAR/336/98,Foot-and-mouth disease virus - type SAT 3,AY168818,417,-N/A-,-N/A-,Bovine,Syncerus caffer,South Africa,genomic RNA
SAR/10/01,Foot-and-mouth disease virus - type SAT 2,AY442912,648,-N/A-,-N/A-,Unknown,-N/A-,South Africa,genomic RNA
ZIM/42/97,Foot-and-mouth disease virus - type SAT 2,AF136983,409,-N/A-,-N/A-,Bovine,African buffalo,Zimbabwe,genomic RNA
SAR/2/73,Foot-and-mouth disease virus - type SAT 1,AY396725,417,-N/A-,-N/A-,Antelope,Aepyceros melampus,South Africa,genomic RNA
K70/83,Foot-and-mouth disease virus - type SAT 2,HM623681,648,-N/A-,1983,Cattle,cattle,Kenya,genomic RNA
ZIM/Gn9/91,Foot-and-mouth disease virus - type SAT 3,AY168796,417,-N/A-,-N/A-,Bovine,Syncerus caffer,Zimbabwe,genomic RNA
KEN/2/87,Foot-and-mouth disease virus - type SAT 2,AY343945,648,-N/A-,-N/A-,Cattle,bovine,Kenya,genomic RNA
BOT/1/77,Foot-and-mouth disease virus - type SAT 1,AY274482,417,-N/A-,-N/A-,Cattle,cattle,Botswana,genomic RNA
fke/069/08,Foot-and-mouth disease virus - type SAT 2,AY254449,357,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
KEN/8/99,Foot-and-mouth disease virus - type SAT 2,AY254730,384,-N/A-,-N/A-,Cattle,cattle,Kenya,genomic RNA
ETH/27/2006,Foot-and-mouth disease virus - type O,FJ798132,639,-N/A-,05-01-06,Cattle,cattle,Ethiopia,genomic RNA
ZIM/Ck4/91,Foot-and-mouth disease virus - type SAT 3,AY168794,417,-N/A-,-N/A-,Bovine,Syncerus caffer,Zimbabwe,genomic RNA
ETH/26/2007,Foot-and-mouth disease virus - type O,FJ798138,639,-N/A-,12-01-07,Unknown,-N/A-,Ethiopia,genomic RNA
SUD/1/76,Foot-and-mouth disease virus - type O,AY344599,495,-N/A-,-N/A-,Cattle,cattle,Sudan,genomic RNA
ETH/9/92,Foot-and-mouth disease virus - type O,AY283382,495,-N/A-,-N/A-,Cattle,cattle,Ethiopia,genomic RNA
A/ETH/7/92,Foot-and-mouth disease virus - type A,EF208765,639,-N/A-,10-03-92,Cattle,bovine,Ethiopia,genomic RNA
KEN/2/88,Foot-and-mouth disease virus - type SAT 2,AY343946,648,-N/A-,-N/A-,Cattle,bovine,Kenya,genomic RNA
ETH/3/79,Foot-and-mouth disease virus - type O,AY283377,495,-N/A-,-N/A-,Cattle,cattle,Ethiopia,genomic RNA
ETH/24/94,Foot-and-mouth disease virus - type O,AY283385,495,-N/A-,-N/A-,Cattle,cattle,Ethiopia,genomic RNA
SUD/2/80,Foot-and-mouth disease virus - type O,AY344608,495,-N/A-,-N/A-,Cattle,cattle,Sudan,genomic RNA
NAM/1/92,Foot-and-mouth disease virus - type SAT 2,AY254724,384,-N/A-,-N/A-,Cattle,cattle,Namibia,genomic RNA
bro/034/08,Foot-and-mouth disease virus - type SAT 2,AY254459,357,-N/A-,-N/A-,Unknown,-N/A-,Cameroon,mRNA
UGA/17/98,Foot-and-mouth disease virus - type O,HM211075,642,-N/A-,1998,Unknown,-N/A-,Uganda,genomic RNA
O/TUN/100/94,Foot-and-mouth disease virus - type O,AJ303472,168,-N/A-,-N/A-,Unknown,-N/A-,Tunisia,mRNA
K10/06,Foot-and-mouth disease virus - type SAT 1,HQ267527,663,-N/A-,2006,Cattle,cattle,Kenya,genomic RNA
KNP/16/88,Foot-and-mouth disease virus - type SAT 2,AF367104,648,-N/A-,-N/A-,Unknown,-N/A-,South Africa,genomic RNA
TAN/5/80,Foot-and-mouth disease virus - type O,AY344613,495,-N/A-,-N/A-,Cattle,cattle,Tanzania,genomic RNA
KNP/10/88,Foot-and-mouth disease virus - type SAT 2,AF137003,414,-N/A-,-N/A-,Bovine,African buffalo; Syncerus caffer,South Africa,genomic RNA
MAL/3/75,Foot-and-mouth disease virus - type SAT 2,AF367099,648,-N/A-,-N/A-,Unknown,-N/A-,Malawi,genomic RNA
KNP/144/98,Foot-and-mouth disease virus - type SAT 1,AY274503,397,-N/A-,-N/A-,Antelope,Aepyceros melampus,South Africa,genomic RNA
ETH/2/93,Foot-and-mouth disease virus - type O,AY283383,495,-N/A-,-N/A-,Cattle,cattle,Ethiopia,genomic RNA
ZIM/10/91,Foot-and-mouth disease virus - type SAT 2,GU194493,2220,-N/A-,1991,Buffalo,buffalo,Zimbabwe,genomic RNA
ZIM/34/90,Foot-and-mouth disease virus - type SAT 2,GU194490,2220,-N/A-,1990,Buffalo,buffalo,Zimbabwe,genomic RNA
SAT2/KEN/11/60,Foot-and-mouth disease virus - type SAT 2,GQ294636,269,-N/A-,-N/A-,Unknown,-N/A-,Kenya,genomic RNA
NAM/304/98,Foot-and-mouth disease virus - type SAT 2,AF367129,648,-N/A-,-N/A-,Unknown,-N/A-,Namibia,genomic RNA
SAR/4/74,Foot-and-mouth disease virus - type SAT 1,AY396726,417,-N/A-,-N/A-,Cattle,cattle,South Africa,genomic RNA
TAN/1/86,Foot-and-mouth disease virus - type SAT 2,AY343971,648,-N/A-,-N/A-,Cattle,bovine,Tanzania,genomic RNA
ETH/62/2006,Foot-and-mouth disease virus - type O,FJ798136,639,-N/A-,12-01-06,Cattle,cattle,Ethiopia,genomic RNA
O/TUN/1/90,Foot-and-mouth disease virus - type O,AJ303471,178,-N/A-,-N/A-,Unknown,-N/A-,Tunisia,mRNA
NGR11/2015,Foot-and-mouth disease virus - type O,KX424677,639,-N/A-,2014,Cattle,cattle,Niger,genomic RNA
NGR21/2015,Foot-and-mouth disease virus - type O,KX424681,639,-N/A-,2014,Cattle,cattle,Niger,genomic RNA
NGR24/2015,Foot-and-mouth disease virus - type O,KX424682,639,-N/A-,2014,Cattle,cattle,Niger,genomic RNA
NGR/1/88,Foot-and-mouth disease virus - type O,KX424683,639,-N/A-,1988,Unknown,-N/A-,Niger,genomic RNA
SEN/2/2001,Foot-and-mouth disease virus - type O,KX424684,639,-N/A-,02-06-01,Cattle,cattle,Senegal,genomic RNA
NGR4/2015,Foot-and-mouth disease virus - type O,KX424676,404,-N/A-,2014,Cattle,cattle,Niger,genomic RNA
NGR16/2015,Foot-and-mouth disease virus - type O,KX424679,639,-N/A-,2014,Cattle,cattle,Niger,genomic RNA
NGR20/2015,Foot-and-mouth disease virus - type O,KX424680,639,-N/A-,2014,Cattle,cattle,Niger,genomic RNA
CAR/777/2012,Foot-and-mouth disease virus - type O,KU720578,633,-N/A-,01/31/2012,Unknown,-N/A-,Cameroon,genomic RNA
NGR15/2015,Foot-and-mouth disease virus - type O,KX424678,639,-N/A-,2014,Cattle,cattle,Niger,genomic RNA
O/ElSharqyia/Egy/2014,Foot-and-mouth disease virus - type O,KU726522,439,-N/A-,12-01-14,Buffalo,buffalo,Egypt,genomic RNA
A/ElSharqyia/Egy/2014,Foot-and-mouth disease virus - type A,KU726523,227,-N/A-,12-01-14,Cattle,cow,Egypt,genomic RNA
CAR/910/2012,Foot-and-mouth disease virus - type SAT 2,KU720583,642,-N/A-,02-03-12,Unknown,-N/A-,Cameroon,genomic RNA
SAT2/ElDaqahlia/Egy/2014,Foot-and-mouth disease virus - type SAT 2,KU726524,283,-N/A-,12-01-14,Cattle,cow,Egypt,genomic RNA
CAR/59/2010,Foot-and-mouth disease virus - type O,KU720572,633,-N/A-,02-06-10,Unknown,-N/A-,Cameroon,genomic RNA
CAR/61/2010,Foot-and-mouth disease virus - type O,KU720573,633,-N/A-,02-06-10,Unknown,-N/A-,Cameroon,genomic RNA
CAR/769/2012,Foot-and-mouth disease virus - type O,KU720575,633,-N/A-,01/31/2012,Unknown,-N/A-,Cameroon,genomic RNA
CAR/773/2012,Foot-and-mouth disease virus - type O,KU720576,633,-N/A-,01/31/2012,Unknown,-N/A-,Cameroon,genomic RNA
CAR/776/2012,Foot-and-mouth disease virus - type O,KU720577,633,-N/A-,01/31/2012,Unknown,-N/A-,Cameroon,genomic RNA
CAR/786/2012,Foot-and-mouth disease virus - type O,KU720579,633,-N/A-,01/31/2012,Unknown,-N/A-,Cameroon,genomic RNA
CAR/791/2012,Foot-and-mouth disease virus - type O,KU720580,633,-N/A-,01/31/2012,Unknown,-N/A-,Cameroon,genomic RNA
CAR/820/2012,Foot-and-mouth disease virus - type O,KU720581,633,-N/A-,02-06-12,Unknown,-N/A-,Cameroon,genomic RNA
CAR/909/2012,Foot-and-mouth disease virus - type SAT 2,KU720582,642,-N/A-,02-03-12,Unknown,-N/A-,Cameroon,genomic RNA
CAR/766/2012,Foot-and-mouth disease virus - type O,KU720574,633,-N/A-,01/31/2012,Unknown,-N/A-,Cameroon,genomic RNA
CAR/911/2012,Foot-and-mouth disease virus - type SAT 2,KU720584,642,-N/A-,02-03-12,Unknown,-N/A-,Cameroon,genomic RNA
NIG/3/2012,Foot-and-mouth disease virus - type SAT 2,KX258096,648,-N/A-,06/22/2012,Cattle,bovine,Nigeria,genomic RNA
BKF/1/2002,Foot-and-mouth disease virus - type O,KX258000,639,-N/A-,09-02-02,Cattle,bovine,Burkina Faso,genomic RNA
EGY/24/2013,Foot-and-mouth disease virus - type O,KX258001,639,-N/A-,11/27/2013,Cattle,cattle,Egypt,genomic RNA
EGY/6/2014,Foot-and-mouth disease virus - type O,KX258002,639,-N/A-,01/16/2014,Cattle,cattle,Egypt,genomic RNA
EGY/10/2014,Foot-and-mouth disease virus - type O,KX258003,639,-N/A-,01/29/2014,Cattle,cattle,Egypt,genomic RNA
EGY/18/2014,Foot-and-mouth disease virus - type O,KX258004,639,-N/A-,03-01-14,Bovine,water buffalo,Egypt,genomic RNA
GNA/6/99,Foot-and-mouth disease virus - type O,KX258005,639,-N/A-,05-08-99,Cattle,bovine,Guinea,genomic RNA
GNA/10/99,Foot-and-mouth disease virus - type O,KX258006,639,-N/A-,05-08-99,Cattle,bovine,Guinea,genomic RNA
MAI/1/2005,Foot-and-mouth disease virus - type O,KX258007,639,-N/A-,03-08-05,Cattle,cattle,Mali,genomic RNA
MAI/2/2005,Foot-and-mouth disease virus - type O,KX258008,639,-N/A-,03-08-05,Cattle,cattle,Mali,genomic RNA
MAI/3/2005,Foot-and-mouth disease virus - type O,KX258009,639,-N/A-,03-08-05,Cattle,cattle,Mali,genomic RNA
MAI/11/2006,Foot-and-mouth disease virus - type O,KX258010,639,-N/A-,2006,Unknown,-N/A-,Mali,genomic RNA
MAI/15/2006,Foot-and-mouth disease virus - type O,KX258011,639,-N/A-,2006,Unknown,-N/A-,Mali,genomic RNA
MAI/17/2006,Foot-and-mouth disease virus - type O,KX258012,639,-N/A-,2006,Unknown,-N/A-,Mali,genomic RNA
MAU/19/2000,Foot-and-mouth disease virus - type O,KX258013,639,-N/A-,11-01-00,Cattle,cattle,Mauritania,genomic RNA
MAU/33/2001,Foot-and-mouth disease virus - type O,KX258014,639,-N/A-,2001,Unknown,-N/A-,Mauritania,genomic RNA
MOR/2/99,Foot-and-mouth disease virus - type O,KX258015,639,-N/A-,1999,Unknown,-N/A-,Morocco,genomic RNA
NGR/11/2001,Foot-and-mouth disease virus - type O,KX258016,639,-N/A-,09/19/2001,Cattle,bovine,Niger,genomic RNA
NGR/3/2005,Foot-and-mouth disease virus - type O,KX258017,639,-N/A-,12-01-05,Cattle,cattle,Niger,genomic RNA
NGR/10/2005,Foot-and-mouth disease virus - type O,KX258018,639,-N/A-,12-01-05,Cattle,cattle,Niger,genomic RNA
NGR/14/2005,Foot-and-mouth disease virus - type O,KX258019,639,-N/A-,12-01-05,Cattle,cattle,Niger,genomic RNA
NIG/1/2007,Foot-and-mouth disease virus - type O,KX258020,639,-N/A-,09/21/2007,Cattle,cattle,Nigeria,genomic RNA
NIG/15/2009,Foot-and-mouth disease virus - type O,KX258021,639,-N/A-,08/25/2009,Cattle,cattle,Nigeria,genomic RNA
NIG/3/2011,Foot-and-mouth disease virus - type O,KX258023,639,-N/A-,06/26/2011,Cattle,bovine,Nigeria,genomic RNA
NIG/8/2011,Foot-and-mouth disease virus - type O,KX258024,639,-N/A-,07/22/2011,Cattle,bovine,Nigeria,genomic RNA
NIG/10/2011,Foot-and-mouth disease virus - type O,KX258025,639,-N/A-,08-02-11,Cattle,bovine,Nigeria,genomic RNA
NIG/4/2012,Foot-and-mouth disease virus - type O,KX258026,639,-N/A-,08-03-12,Cattle,bovine,Nigeria,genomic RNA
NIG/5/2012,Foot-and-mouth disease virus - type O,KX258027,639,-N/A-,08-03-12,Cattle,bovine,Nigeria,genomic RNA
NIG/1/2014,Foot-and-mouth disease virus - type O,KX258028,639,-N/A-,01-03-14,Cattle,bovine,Nigeria,genomic RNA
NIG/2/2014,Foot-and-mouth disease virus - type O,KX258029,639,-N/A-,01-03-14,Cattle,bovine,Nigeria,genomic RNA
NIG/3/2014,Foot-and-mouth disease virus - type O,KX258030,639,-N/A-,01-03-14,Cattle,bovine,Nigeria,genomic RNA
NIG/4/2014,Foot-and-mouth disease virus - type O,KX258031,639,-N/A-,01/14/2014,Cattle,bovine,Nigeria,genomic RNA
SEN/8/2006,Foot-and-mouth disease virus - type O,KX258032,639,-N/A-,01/23/2006,Cattle,cattle,Senegal,genomic RNA
SUD/1/2009,Foot-and-mouth disease virus - type O,KX258033,639,-N/A-,12/13/2009,Cattle,cattle,Sudan,genomic RNA
SUD/1/2010,Foot-and-mouth disease virus - type O,KX258034,639,-N/A-,01-11-10,Cattle,cattle,Sudan,genomic RNA
SUD/2/2010,Foot-and-mouth disease virus - type O,KX258035,639,-N/A-,01-12-10,Cattle,cattle,Sudan,genomic RNA
SUD/11/2011,Foot-and-mouth disease virus - type O,KX258036,639,-N/A-,03-03-11,Cattle,cattle,Sudan,genomic RNA
SUD/1/76,Foot-and-mouth disease virus - type O,KX258037,639,-N/A-,01-01-76,Unknown,-N/A-,Sudan,genomic RNA
TOG/1/2004,Foot-and-mouth disease virus - type O,KX258038,639,-N/A-,10/15/2004,Cattle,cattle,Togo,genomic RNA
TOG/1/2005,Foot-and-mouth disease virus - type O,KX258039,639,-N/A-,06/17/2005,Cattle,cattle,Togo,genomic RNA
TOG/3/2005,Foot-and-mouth disease virus - type O,KX258040,639,-N/A-,06/17/2005,Cattle,cattle,Togo,genomic RNA
TOG/4/2005,Foot-and-mouth disease virus - type O,KX258041,639,-N/A-,06/17/2005,Cattle,cattle,Togo,genomic RNA
TUN/1/99,Foot-and-mouth disease virus - type O,KX258042,639,-N/A-,03-02-99,Unknown,-N/A-,Tunisia,genomic RNA
ERI/3/97,Foot-and-mouth disease virus - type A,KX258043,639,-N/A-,12-08-97,Cattle,cattle,Eritrea,genomic RNA
ERI/2/98,Foot-and-mouth disease virus - type A,KX258044,639,-N/A-,01/15/1998,Cattle,bovine,Eritrea,genomic RNA
ERI/3/98,Foot-and-mouth disease virus - type A,KX258045,639,-N/A-,01/15/1998,Cattle,bovine,Eritrea,genomic RNA
ERI/1/2006,Foot-and-mouth disease virus - type A,KX258046,639,-N/A-,12/15/2006,Cattle,cattle,Eritrea,genomic RNA
MAI/4/2004,Foot-and-mouth disease virus - type A,KX258047,639,-N/A-,12-05-04,Cattle,cattle,Mali,genomic RNA
MAI/12/2006,Foot-and-mouth disease virus - type A,KX258048,639,-N/A-,2006,Unknown,-N/A-,Mali,genomic RNA
NIG/3/2009,Foot-and-mouth disease virus - type A,KX258049,636,-N/A-,01/14/2009,Cattle,cattle,Nigeria,genomic RNA
NIG/36/2009,Foot-and-mouth disease virus - type A,KX258050,639,-N/A-,01-01-09,Cattle,cattle,Nigeria,genomic RNA
NIG/38/2009,Foot-and-mouth disease virus - type A,KX258051,639,-N/A-,01-01-09,Cattle,cattle,Nigeria,genomic RNA
NIG/39/2009,Foot-and-mouth disease virus - type A,KX258052,639,-N/A-,01-01-09,Cattle,cattle,Nigeria,genomic RNA
NIG/2/2011,Foot-and-mouth disease virus - type A,KX258053,639,-N/A-,06/26/2011,Cattle,bovine,Nigeria,genomic RNA
NIG/8/2012,Foot-and-mouth disease virus - type A,KX258054,639,-N/A-,11-06-12,Cattle,bovine,Nigeria,genomic RNA
NIG/9/2012,Foot-and-mouth disease virus - type A,KX258055,639,-N/A-,11-06-12,Cattle,bovine,Nigeria,genomic RNA
NIG/10/2012,Foot-and-mouth disease virus - type A,KX258056,639,-N/A-,11-06-12,Cattle,bovine,Nigeria,genomic RNA
NIG/12/2012,Foot-and-mouth disease virus - type A,KX258057,639,-N/A-,11/13/2012,Cattle,bovine,Nigeria,genomic RNA
NIG/3/2013,Foot-and-mouth disease virus - type A,KX258058,639,-N/A-,09/17/2013,Cattle,bovine,Nigeria,genomic RNA
NIG/6/2013,Foot-and-mouth disease virus - type A,KX258059,639,-N/A-,11/21/2013,Cattle,bovine,Nigeria,genomic RNA
NIG/7/2013,Foot-and-mouth disease virus - type A,KX258060,639,-N/A-,11/21/2013,Cattle,bovine,Nigeria,genomic RNA
NIG/8/2013,Foot-and-mouth disease virus - type A,KX258061,639,-N/A-,11/21/2013,Cattle,bovine,Nigeria,genomic RNA
TOG/9/2005,Foot-and-mouth disease virus - type A,KX258062,639,-N/A-,07/14/2005,Cattle,cattle,Togo,genomic RNA
EGY/43/2012,Foot-and-mouth disease virus - type SAT 2,KX258063,648,-N/A-,05/21/2012,Cattle,cattle,Egypt,genomic RNA
EGY/11/2014,Foot-and-mouth disease virus - type SAT 2,KX258064,648,-N/A-,02-03-14,Cattle,cattle,Egypt,genomic RNA
EGY/20/2014,Foot-and-mouth disease virus - type SAT 2,KX258065,648,-N/A-,03-04-14,Cattle,cattle,Egypt,genomic RNA
EGY/22/2014,Foot-and-mouth disease virus - type SAT 2,KX258066,648,-N/A-,03/17/2014,Cattle,cattle,Egypt,genomic RNA
EGY/24/2014,Foot-and-mouth disease virus - type SAT 2,KX258067,648,-N/A-,04/17/2014,Cattle,cattle,Egypt,genomic RNA
ETH/19/2014,Foot-and-mouth disease virus - type SAT 2,KX258068,648,-N/A-,11/27/2014,Cattle,cattle,Ethiopia,genomic RNA
ETH/21/2014,Foot-and-mouth disease virus - type SAT 2,KX258069,648,-N/A-,12/31/2014,Cattle,cattle,Ethiopia,genomic RNA
ETH/22/2014,Foot-and-mouth disease virus - type SAT 2,KX258070,648,-N/A-,12/31/2014,Cattle,cattle,Ethiopia,genomic RNA
ETH/2/2015,Foot-and-mouth disease virus - type SAT 2,KX258071,648,-N/A-,03-11-15,Cattle,cattle,Ethiopia,genomic RNA
MAU/1/2014,Foot-and-mouth disease virus - type SAT 2,KX258072,648,-N/A-,12/30/2014,Cattle,cattle,Mauritania,genomic RNA
MAU/2/2014,Foot-and-mouth disease virus - type SAT 2,KX258073,648,-N/A-,12/30/2014,Cattle,cattle,Mauritania,genomic RNA
MAU/3/2014,Foot-and-mouth disease virus - type SAT 2,KX258074,648,-N/A-,12/30/2014,Cattle,cattle,Mauritania,genomic RNA
MAU/5/2014,Foot-and-mouth disease virus - type SAT 2,KX258075,648,-N/A-,12/30/2014,Cattle,cattle,Mauritania,genomic RNA
NIG/1/2008,Foot-and-mouth disease virus - type SAT 2,KX258076,648,-N/A-,01-01-08,Cattle,cattle,Nigeria,genomic RNA
NIG/2/2008,Foot-and-mouth disease virus - type SAT 2,KX258077,648,-N/A-,01-01-08,Cattle,cattle,Nigeria,genomic RNA
